State,Year,Week,ILITotal,TotalPatients
New York City,2017,30,1053,92694
Alabama,2017,31,31,5091
Alaska,2017,31,11,1111
Arizona,2017,31,231,19013
Arkansas,2017,31,10,1926
California,2017,31,307,35952
Colorado,2017,31,16,3603
Connecticut,2017,31,0,36
Delaware,2017,31,0,2667
District of Columbia,2017,31,109,2371
Georgia,2017,31,372,43361
Hawaii,2017,31,16,1031
Idaho,2017,31,0,91
Illinois,2017,31,256,35382
Indiana,2017,31,23,3091
Iowa,2017,31,0,664
Kansas,2017,31,3,2154
Kentucky,2017,31,7,6450
Louisiana,2017,31,674,50646
Maine,2017,31,11,3275
Maryland,2017,31,41,3816
Massachusetts,2017,31,83,18705
Michigan,2017,31,67,14206
Minnesota,2017,31,32,3420
Mississippi,2017,31,138,12454
Missouri,2017,31,1,1970
Montana,2017,31,0,2010
Nebraska,2017,31,16,1757
Nevada,2017,31,53,15904
New Hampshire,2017,31,5,1481
New Jersey,2017,31,179,13352
New Mexico,2017,31,35,3071
New York,2017,31,67,6971
North Carolina,2017,31,12,3663
North Dakota,2017,31,2,593
Ohio,2017,31,47,8764
Oklahoma,2017,31,22,3819
Oregon,2017,31,9,2368
Pennsylvania,2017,31,69,9104
Rhode Island,2017,31,0,2720
South Carolina,2017,31,7,3439
South Dakota,2017,31,22,4947
Tennessee,2017,31,8,6166
Texas,2017,31,260,20415
Utah,2017,31,44,14858
Vermont,2017,31,9,1015
Virginia,2017,31,425,69214
Washington,2017,31,10,2664
West Virginia,2017,31,3,8181
Wisconsin,2017,31,5,2379
Wyoming,2017,31,1,2411
Puerto Rico,2017,31,80,2617
Virgin Islands,2017,31,2,608
New York City,2017,31,1011,91847
Alabama,2017,32,35,4364
Alaska,2017,32,10,1457
Arizona,2017,32,175,16679
Arkansas,2017,32,6,1519
California,2017,32,337,35969
Colorado,2017,32,19,3586
Connecticut,2017,32,0,38
Delaware,2017,32,0,2703
District of Columbia,2017,32,86,2550
Georgia,2017,32,484,43607
Hawaii,2017,32,11,1436
Idaho,2017,32,0,70
Illinois,2017,32,249,34747
Indiana,2017,32,26,2334
Iowa,2017,32,0,623
Kansas,2017,32,5,2314
Kentucky,2017,32,7,6780
Louisiana,2017,32,645,49063
Maine,2017,32,11,3410
Maryland,2017,32,36,4204
Massachusetts,2017,32,88,19038
Michigan,2017,32,51,15767
Minnesota,2017,32,41,4325
Mississippi,2017,32,211,14642
Missouri,2017,32,0,2249
Montana,2017,32,0,2147
Nebraska,2017,32,9,1715
Nevada,2017,32,54,16057
New Hampshire,2017,32,6,1677
New Jersey,2017,32,159,13246
New Mexico,2017,32,60,6815
New York,2017,32,71,7851
North Carolina,2017,32,12,4987
North Dakota,2017,32,0,156
Ohio,2017,32,47,8695
Oklahoma,2017,32,18,3345
Oregon,2017,32,10,2429
Pennsylvania,2017,32,36,8585
Rhode Island,2017,32,0,2876
South Carolina,2017,32,4,3496
South Dakota,2017,32,16,4718
Tennessee,2017,32,5,5598
Texas,2017,32,214,20576
Utah,2017,32,44,14957
Vermont,2017,32,3,1122
Virginia,2017,32,390,65226
Washington,2017,32,4,2603
West Virginia,2017,32,9,9501
Wisconsin,2017,32,3,2269
Wyoming,2017,32,7,2939
Puerto Rico,2017,32,103,2799
Virgin Islands,2017,32,2,624
New York City,2017,32,1056,91988
Alabama,2017,33,54,4001
Alaska,2017,33,7,1424
Arizona,2017,33,242,16961
Arkansas,2017,33,0,755
California,2017,33,340,33573
Colorado,2017,33,15,3338
Connecticut,2017,33,0,41
Delaware,2017,33,2,2602
District of Columbia,2017,33,81,2565
Georgia,2017,33,687,48369
Hawaii,2017,33,6,1366
Idaho,2017,33,0,84
Illinois,2017,33,273,36935
Indiana,2017,33,25,3023
Iowa,2017,33,0,958
Kansas,2017,33,7,3015
Kentucky,2017,33,12,6707
Louisiana,2017,33,751,50049
Maine,2017,33,13,3372
Maryland,2017,33,33,3596
Massachusetts,2017,33,92,19185
Michigan,2017,33,65,14737
Minnesota,2017,33,44,4021
Mississippi,2017,33,255,16581
Missouri,2017,33,2,2351
Montana,2017,33,0,1994
Nebraska,2017,33,3,1508
Nevada,2017,33,49,16001
New Hampshire,2017,33,9,1483
New Jersey,2017,33,156,13054
New Mexico,2017,33,84,7191
New York,2017,33,74,8281
North Carolina,2017,33,14,4661
North Dakota,2017,33,0,158
Ohio,2017,33,43,9929
Oklahoma,2017,33,24,4091
Oregon,2017,33,3,2762
Pennsylvania,2017,33,41,9137
Rhode Island,2017,33,0,2445
South Carolina,2017,33,6,3709
South Dakota,2017,33,29,5200
Tennessee,2017,33,3,5948
Texas,2017,33,206,18665
Utah,2017,33,42,14969
Vermont,2017,33,8,1115
Virginia,2017,33,384,62326
Washington,2017,33,4,3102
West Virginia,2017,33,5,7848
Wisconsin,2017,33,3,594
Wyoming,2017,33,2,2710
Puerto Rico,2017,33,60,2651
Virgin Islands,2017,33,1,608
New York City,2017,33,904,87967
Alabama,2017,34,80,4662
Alaska,2017,34,11,1464
Arizona,2017,34,476,20199
Arkansas,2017,34,24,2296
California,2017,34,439,38581
Colorado,2017,34,21,3410
Connecticut,2017,34,0,171
Delaware,2017,34,3,2624
District of Columbia,2017,34,106,2658
Georgia,2017,34,767,50653
Hawaii,2017,34,22,1556
Idaho,2017,34,0,71
Illinois,2017,34,263,36584
Indiana,2017,34,40,3970
Iowa,2017,34,0,1939
Kansas,2017,34,9,3069
Kentucky,2017,34,6,6692
Louisiana,2017,34,997,54193
Maine,2017,34,16,3379
Maryland,2017,34,38,3949
Massachusetts,2017,34,84,18834
Michigan,2017,34,76,14531
Minnesota,2017,34,33,4480
Mississippi,2017,34,543,18652
Missouri,2017,34,3,3154
Montana,2017,34,0,2164
Nebraska,2017,34,12,1234
Nevada,2017,34,54,19051
New Hampshire,2017,34,7,1624
New Jersey,2017,34,197,14237
New Mexico,2017,34,94,6922
New York,2017,34,86,9566
North Carolina,2017,34,7,4865
North Dakota,2017,34,0,118
Ohio,2017,34,50,10274
Oklahoma,2017,34,14,2613
Oregon,2017,34,6,2316
Pennsylvania,2017,34,46,10888
Rhode Island,2017,34,0,2401
South Carolina,2017,34,3,4115
South Dakota,2017,34,26,5106
Tennessee,2017,34,10,7996
Texas,2017,34,347,18354
Utah,2017,34,47,14909
Vermont,2017,34,10,1119
Virginia,2017,34,407,68347
Washington,2017,34,8,3400
West Virginia,2017,34,6,8364
Wisconsin,2017,34,9,2562
Wyoming,2017,34,7,2620
Puerto Rico,2017,34,117,2893
Virgin Islands,2017,34,2,606
New York City,2017,34,962,89847
Alabama,2017,35,73,4725
Alaska,2017,35,15,1445
Arizona,2017,35,391,19953
Arkansas,2017,35,38,2533
California,2017,35,506,42205
Colorado,2017,35,37,3532
Connecticut,2017,35,2,1253
Delaware,2017,35,0,2711
District of Columbia,2017,35,174,3029
Georgia,2017,35,809,50802
Hawaii,2017,35,24,1234
Idaho,2017,35,0,104
Illinois,2017,35,299,38072
Indiana,2017,35,44,4312
Iowa,2017,35,1,2042
Kansas,2017,35,0,2886
Kentucky,2017,35,24,7249
Louisiana,2017,35,1041,50273
Maine,2017,35,16,3499
Maryland,2017,35,48,4047
Massachusetts,2017,35,69,17463
Michigan,2017,35,105,14448
Minnesota,2017,35,30,4814
Mississippi,2017,35,526,15467
Missouri,2017,35,3,3231
Montana,2017,35,0,2529
Nebraska,2017,35,9,1334
Nevada,2017,35,79,17287
New Hampshire,2017,35,6,2089
New Jersey,2017,35,158,14738
New Mexico,2017,35,119,6090
New York,2017,35,83,10428
North Carolina,2017,35,26,4951
North Dakota,2017,35,1,121
Ohio,2017,35,83,11418
Oklahoma,2017,35,15,3635
Oregon,2017,35,12,2489
Pennsylvania,2017,35,60,10310
Rhode Island,2017,35,3,2989
South Carolina,2017,35,17,4326
South Dakota,2017,35,45,5156
Tennessee,2017,35,12,8847
Texas,2017,35,331,17467
Utah,2017,35,53,15635
Vermont,2017,35,11,1073
Virginia,2017,35,405,66757
Washington,2017,35,13,7313
West Virginia,2017,35,21,9062
Wisconsin,2017,35,10,2956
Wyoming,2017,35,11,2621
Puerto Rico,2017,35,109,2563
Virgin Islands,2017,35,3,647
New York City,2017,35,982,88958
Alabama,2017,36,87,5084
Alaska,2017,36,23,1437
Arizona,2017,36,225,14632
Arkansas,2017,36,19,2331
California,2017,36,490,38255
Colorado,2017,36,36,3021
Connecticut,2017,36,0,1202
Delaware,2017,36,2,2025
District of Columbia,2017,36,162,2675
Georgia,2017,36,822,50099
Hawaii,2017,36,28,1075
Idaho,2017,36,0,84
Illinois,2017,36,354,35752
Indiana,2017,36,49,3809
Iowa,2017,36,1,1714
Kansas,2017,36,5,2607
Kentucky,2017,36,14,6432
Louisiana,2017,36,1123,54284
Maine,2017,36,11,3135
Maryland,2017,36,56,3845
Massachusetts,2017,36,72,17292
Michigan,2017,36,149,15924
Minnesota,2017,36,9,1585
Mississippi,2017,36,377,17266
Missouri,2017,36,12,3096
Montana,2017,36,0,2085
Nebraska,2017,36,8,617
Nevada,2017,36,71,15303
New Hampshire,2017,36,5,1769
New Jersey,2017,36,182,14574
New Mexico,2017,36,83,5882
New York,2017,36,79,8471
North Carolina,2017,36,35,4459
North Dakota,2017,36,1,106
Ohio,2017,36,73,9507
Oklahoma,2017,36,28,3776
Oregon,2017,36,1,1752
Pennsylvania,2017,36,60,11574
Rhode Island,2017,36,0,3343
South Carolina,2017,36,37,3973
South Dakota,2017,36,33,4427
Tennessee,2017,36,30,9219
Texas,2017,36,371,18375
Utah,2017,36,51,14579
Vermont,2017,36,10,1047
Virginia,2017,36,534,74652
Washington,2017,36,16,7120
West Virginia,2017,36,28,7690
Wisconsin,2017,36,12,2935
Wyoming,2017,36,18,2312
Puerto Rico,2017,36,100,2078
Virgin Islands,2017,36,1,625
New York City,2017,36,937,90185
Alabama,2017,37,74,4249
Alaska,2017,37,28,1456
Arizona,2017,37,334,15627
Arkansas,2017,37,24,2701
California,2017,37,652,42146
Colorado,2017,37,145,43898
Connecticut,2017,37,5,1909
Delaware,2017,37,0,2734
District of Columbia,2017,37,174,3426
Georgia,2017,37,784,46263
Hawaii,2017,37,29,1603
Idaho,2017,37,0,264
Illinois,2017,37,476,39552
Indiana,2017,37,47,3723
Iowa,2017,37,0,2308
Kansas,2017,37,1,2728
Kentucky,2017,37,25,7324
Louisiana,2017,37,1097,53138
Maine,2017,37,18,3695
Maryland,2017,37,55,5518
Massachusetts,2017,37,114,20531
Michigan,2017,37,167,19049
Minnesota,2017,37,63,6283
Mississippi,2017,37,352,18542
Missouri,2017,37,18,3638
Montana,2017,37,0,2227
Nebraska,2017,37,6,1418
Nevada,2017,37,78,17003
New Hampshire,2017,37,15,2082
New Jersey,2017,37,414,26050
New Mexico,2017,37,113,7012
New York,2017,37,88,9727
North Carolina,2017,37,39,5498
North Dakota,2017,37,0,128
Ohio,2017,37,86,11295
Oklahoma,2017,37,35,3838
Oregon,2017,37,22,2858
Pennsylvania,2017,37,75,13045
Rhode Island,2017,37,5,4598
South Carolina,2017,37,48,3900
South Dakota,2017,37,47,5096
Tennessee,2017,37,38,9373
Texas,2017,37,477,24631
Utah,2017,37,45,12919
Vermont,2017,37,9,1164
Virginia,2017,37,562,82569
Washington,2017,37,16,7148
West Virginia,2017,37,33,8605
Wisconsin,2017,37,77,5867
Wyoming,2017,37,11,2670
Puerto Rico,2017,37,82,2561
Virgin Islands,2017,37,1,736
New York City,2017,37,1164,98366
Alabama,2017,38,83,5179
Alaska,2017,38,29,1427
Arizona,2017,38,212,12616
Arkansas,2017,38,17,2622
California,2017,38,621,40827
Colorado,2017,38,103,23463
Connecticut,2017,38,2,1730
Delaware,2017,38,0,2946
District of Columbia,2017,38,155,3064
Georgia,2017,38,794,50106
Hawaii,2017,38,24,1499
Idaho,2017,38,0,298
Illinois,2017,38,469,39632
Indiana,2017,38,48,3873
Iowa,2017,38,0,2310
Kansas,2017,38,20,2907
Kentucky,2017,38,28,7354
Louisiana,2017,38,1082,54251
Maine,2017,38,23,3530
Maryland,2017,38,58,4763
Massachusetts,2017,38,117,20985
Michigan,2017,38,258,22810
Minnesota,2017,38,20,2847
Mississippi,2017,38,370,18864
Missouri,2017,38,22,3582
Montana,2017,38,0,2588
Nebraska,2017,38,12,1293
Nevada,2017,38,60,15425
New Hampshire,2017,38,10,2232
New Jersey,2017,38,478,26939
New Mexico,2017,38,87,6870
New York,2017,38,101,10774
North Carolina,2017,38,30,5731
North Dakota,2017,38,2,108
Ohio,2017,38,106,11817
Oklahoma,2017,38,30,3556
Oregon,2017,38,24,4493
Pennsylvania,2017,38,82,13459
Rhode Island,2017,38,12,4747
South Carolina,2017,38,61,5088
South Dakota,2017,38,32,4567
Tennessee,2017,38,48,8946
Texas,2017,38,448,25244
Utah,2017,38,31,23216
Vermont,2017,38,11,1198
Virginia,2017,38,664,83762
Washington,2017,38,19,5489
West Virginia,2017,38,40,7604
Wisconsin,2017,38,102,6419
Wyoming,2017,38,9,2744
Puerto Rico,2017,38,42,1465
Virgin Islands,2017,38,1,602
New York City,2017,38,1396,96600
Alabama,2017,39,107,6152
Alaska,2017,39,24,1358
Arizona,2017,39,152,11722
Arkansas,2017,39,28,2621
California,2017,39,659,42345
Colorado,2017,39,192,43397
Connecticut,2017,39,5,1866
Delaware,2017,39,3,2954
District of Columbia,2017,39,183,3087
Georgia,2017,39,882,50394
Hawaii,2017,39,20,1466
Idaho,2017,39,0,323
Illinois,2017,39,473,40132
Indiana,2017,39,57,3396
Iowa,2017,39,0,2423
Kansas,2017,39,14,2613
Kentucky,2017,39,18,5223
Louisiana,2017,39,1166,53719
Maine,2017,39,16,2927
Maryland,2017,39,66,6088
Massachusetts,2017,39,102,19202
Michigan,2017,39,250,20574
Minnesota,2017,39,75,6426
Mississippi,2017,39,386,17086
Missouri,2017,39,26,3381
Montana,2017,39,0,1839
Nebraska,2017,39,10,1418
Nevada,2017,39,90,19186
New Hampshire,2017,39,15,2368
New Jersey,2017,39,528,26361
New Mexico,2017,39,73,6389
New York,2017,39,122,9777
North Carolina,2017,39,30,4482
North Dakota,2017,39,3,120
Ohio,2017,39,117,10253
Oklahoma,2017,39,37,3764
Oregon,2017,39,13,3707
Pennsylvania,2017,39,92,10328
Rhode Island,2017,39,18,4773
South Carolina,2017,39,71,5104
South Dakota,2017,39,47,4959
Tennessee,2017,39,55,9320
Texas,2017,39,494,25057
Utah,2017,39,34,23331
Vermont,2017,39,5,891
Virginia,2017,39,598,69863
Washington,2017,39,14,4133
West Virginia,2017,39,33,6854
Wisconsin,2017,39,118,7198
Wyoming,2017,39,24,2782
Puerto Rico,2017,39,51,2681
Virgin Islands,2017,39,1,640
New York City,2017,39,1394,102236
Alabama,2017,40,698,39722
Alaska,2017,40,141,5171
Arizona,2017,40,406,17237
Arkansas,2017,40,37,4555
California,2017,40,852,48569
Colorado,2017,40,129,22971
Connecticut,2017,40,48,4597
Delaware,2017,40,2,2786
District of Columbia,2017,40,284,14817
Georgia,2017,40,850,46389
Hawaii,2017,40,23,1351
Idaho,2017,40,2,1210
Illinois,2017,40,571,48264
Indiana,2017,40,68,5011
Iowa,2017,40,12,3732
Kansas,2017,40,66,7331
Kentucky,2017,40,63,8656
Louisiana,2017,40,1268,53780
Maine,2017,40,9,3051
Maryland,2017,40,71,9240
Massachusetts,2017,40,186,27326
Michigan,2017,40,290,27423
Minnesota,2017,40,99,6940
Mississippi,2017,40,450,18531
Missouri,2017,40,20,4492
Montana,2017,40,6,3619
Nebraska,2017,40,108,8409
Nevada,2017,40,115,17072
New Hampshire,2017,40,22,3239
New Jersey,2017,40,481,26244
New Mexico,2017,40,146,18321
New York,2017,40,147,12267
North Carolina,2017,40,150,14082
North Dakota,2017,40,1,1316
Ohio,2017,40,93,18571
Oklahoma,2017,40,87,7527
Oregon,2017,40,286,33854
Pennsylvania,2017,40,611,77633
Rhode Island,2017,40,21,5363
South Carolina,2017,40,140,7447
South Dakota,2017,40,126,9531
Tennessee,2017,40,46,9476
Texas,2017,40,642,29816
Utah,2017,40,37,25685
Vermont,2017,40,16,2249
Virginia,2017,40,1097,86804
Washington,2017,40,12,6107
West Virginia,2017,40,124,13114
Wisconsin,2017,40,130,6709
Wyoming,2017,40,54,4665
Puerto Rico,2017,40,48,2004
Virgin Islands,2017,40,4,775
New York City,2017,40,1337,101802
Alabama,2017,41,738,40310
Alaska,2017,41,139,5064
Arizona,2017,41,373,17541
Arkansas,2017,41,51,4642
California,2017,41,733,47742
Colorado,2017,41,142,22974
Connecticut,2017,41,50,4823
Delaware,2017,41,2,2844
District of Columbia,2017,41,275,13967
Georgia,2017,41,982,48665
Hawaii,2017,41,16,1332
Idaho,2017,41,6,1360
Illinois,2017,41,583,45846
Indiana,2017,41,59,4384
Iowa,2017,41,13,3763
Kansas,2017,41,75,7168
Kentucky,2017,41,103,10349
Louisiana,2017,41,1286,54708
Maine,2017,41,22,3741
Maryland,2017,41,85,8990
Massachusetts,2017,41,296,33195
Michigan,2017,41,311,26161
Minnesota,2017,41,106,7396
Mississippi,2017,41,318,14204
Missouri,2017,41,23,4390
Montana,2017,41,2,3222
Nebraska,2017,41,119,8985
Nevada,2017,41,115,17649
New Hampshire,2017,41,14,3609
New Jersey,2017,41,464,24846
New Mexico,2017,41,121,16593
New York,2017,41,133,12844
North Carolina,2017,41,189,14695
North Dakota,2017,41,6,1455
Ohio,2017,41,129,20703
Oklahoma,2017,41,163,8803
Oregon,2017,41,311,33338
Pennsylvania,2017,41,534,62660
Rhode Island,2017,41,13,4749
South Carolina,2017,41,119,7652
South Dakota,2017,41,141,9927
Tennessee,2017,41,48,9300
Texas,2017,41,654,29398
Utah,2017,41,37,23305
Vermont,2017,41,18,2914
Virginia,2017,41,1141,88883
Washington,2017,41,28,9568
West Virginia,2017,41,106,12100
Wisconsin,2017,41,105,6863
Wyoming,2017,41,88,4627
Puerto Rico,2017,41,80,2256
Virgin Islands,2017,41,4,665
New York City,2017,41,1453,101270
Alabama,2017,42,710,38770
Alaska,2017,42,183,4914
Arizona,2017,42,374,19970
Arkansas,2017,42,35,4436
California,2017,42,823,52516
Colorado,2017,42,158,24507
Connecticut,2017,42,48,4481
Delaware,2017,42,1,3050
District of Columbia,2017,42,302,14972
Georgia,2017,42,1022,48615
Hawaii,2017,42,36,1473
Idaho,2017,42,5,1360
Illinois,2017,42,485,48311
Indiana,2017,42,69,5136
Iowa,2017,42,9,3959
Kansas,2017,42,65,6855
Kentucky,2017,42,104,10659
Louisiana,2017,42,1484,52837
Maine,2017,42,35,4391
Maryland,2017,42,72,8939
Massachusetts,2017,42,279,34533
Michigan,2017,42,374,27841
Minnesota,2017,42,106,7458
Mississippi,2017,42,314,14660
Missouri,2017,42,34,4362
Montana,2017,42,2,3412
Nebraska,2017,42,206,11313
Nevada,2017,42,136,17806
New Hampshire,2017,42,16,3517
New Jersey,2017,42,552,26649
New Mexico,2017,42,161,17241
New York,2017,42,187,13619
North Carolina,2017,42,160,15803
North Dakota,2017,42,3,726
Ohio,2017,42,138,20158
Oklahoma,2017,42,146,8236
Oregon,2017,42,378,34324
Pennsylvania,2017,42,587,63334
Rhode Island,2017,42,26,5492
South Carolina,2017,42,133,7218
South Dakota,2017,42,163,10209
Tennessee,2017,42,49,8234
Texas,2017,42,641,29985
Utah,2017,42,52,23267
Vermont,2017,42,11,2870
Virginia,2017,42,1240,86313
Washington,2017,42,44,10189
West Virginia,2017,42,85,12261
Wisconsin,2017,42,107,7104
Wyoming,2017,42,50,4674
Puerto Rico,2017,42,89,2472
Virgin Islands,2017,42,2,715
New York City,2017,42,1684,103430
Alabama,2017,43,799,38213
Alaska,2017,43,160,4872
Arizona,2017,43,408,19368
Arkansas,2017,43,70,5181
California,2017,43,906,52575
Colorado,2017,43,145,24056
Connecticut,2017,43,67,4969
Delaware,2017,43,3,2868
District of Columbia,2017,43,279,15026
Georgia,2017,43,1165,49296
Hawaii,2017,43,36,1436
Idaho,2017,43,7,1576
Illinois,2017,43,535,47022
Indiana,2017,43,81,5244
Iowa,2017,43,11,4245
Kansas,2017,43,82,6874
Kentucky,2017,43,160,10955
Louisiana,2017,43,1594,51709
Maine,2017,43,33,4216
Maryland,2017,43,74,8165
Massachusetts,2017,43,337,35064
Michigan,2017,43,376,27302
Minnesota,2017,43,88,7088
Mississippi,2017,43,467,16648
Missouri,2017,43,39,4443
Montana,2017,43,2,3537
Nebraska,2017,43,208,10960
Nevada,2017,43,124,20172
New Hampshire,2017,43,23,3562
New Jersey,2017,43,546,26643
New Mexico,2017,43,157,18338
New York,2017,43,198,14453
North Carolina,2017,43,244,17751
North Dakota,2017,43,9,1594
Ohio,2017,43,152,20499
Oklahoma,2017,43,162,8591
Oregon,2017,43,387,35588
Pennsylvania,2017,43,557,57073
Rhode Island,2017,43,35,5621
South Carolina,2017,43,176,6482
South Dakota,2017,43,201,10827
Tennessee,2017,43,57,8857
Texas,2017,43,710,30309
Utah,2017,43,57,10511
Vermont,2017,43,19,3013
Virginia,2017,43,1434,88764
Washington,2017,43,17,5830
West Virginia,2017,43,107,13538
Wisconsin,2017,43,121,6729
Wyoming,2017,43,96,4781
Puerto Rico,2017,43,114,2068
Virgin Islands,2017,43,4,673
New York City,2017,43,1798,103823
Alabama,2017,44,979,39861
Alaska,2017,44,137,4951
Arizona,2017,44,471,18234
Arkansas,2017,44,63,5339
California,2017,44,948,47793
Colorado,2017,44,191,24173
Connecticut,2017,44,70,5184
Delaware,2017,44,14,2644
District of Columbia,2017,44,232,13988
Georgia,2017,44,1208,46948
Hawaii,2017,44,31,1144
Idaho,2017,44,15,1582
Illinois,2017,44,549,46259
Indiana,2017,44,80,4640
Iowa,2017,44,21,4335
Kansas,2017,44,84,6648
Kentucky,2017,44,182,10865
Louisiana,2017,44,1933,53037
Maine,2017,44,14,3400
Maryland,2017,44,70,8790
Massachusetts,2017,44,338,33940
Michigan,2017,44,343,27443
Minnesota,2017,44,99,7241
Mississippi,2017,44,413,13040
Missouri,2017,44,92,7874
Montana,2017,44,7,3606
Nebraska,2017,44,223,10668
Nevada,2017,44,168,17845
New Hampshire,2017,44,24,3331
New Jersey,2017,44,580,25408
New Mexico,2017,44,200,17711
New York,2017,44,204,13529
North Carolina,2017,44,282,19014
North Dakota,2017,44,6,1291
Ohio,2017,44,162,22230
Oklahoma,2017,44,196,8725
Oregon,2017,44,454,35020
Pennsylvania,2017,44,664,60038
Rhode Island,2017,44,29,5635
South Carolina,2017,44,198,6665
South Dakota,2017,44,193,10286
Tennessee,2017,44,111,9532
Texas,2017,44,774,23849
Utah,2017,44,48,24781
Vermont,2017,44,14,2845
Virginia,2017,44,1495,88734
Washington,2017,44,49,8397
West Virginia,2017,44,84,10389
Wisconsin,2017,44,106,6772
Wyoming,2017,44,84,4476
Puerto Rico,2017,44,154,2065
Virgin Islands,2017,44,3,645
New York City,2017,44,1772,100805
Alabama,2017,45,964,40282
Alaska,2017,45,149,5016
Arizona,2017,45,317,15685
Arkansas,2017,45,60,5003
California,2017,45,950,49777
Colorado,2017,45,220,24465
Connecticut,2017,45,73,5072
Delaware,2017,45,5,2687
District of Columbia,2017,45,304,13581
Georgia,2017,45,1466,47385
Hawaii,2017,45,41,1066
Idaho,2017,45,7,1319
Illinois,2017,45,633,46858
Indiana,2017,45,70,5468
Iowa,2017,45,22,3994
Kansas,2017,45,125,7467
Kentucky,2017,45,173,10796
Louisiana,2017,45,2112,53174
Maine,2017,45,22,4190
Maryland,2017,45,88,8201
Massachusetts,2017,45,441,36517
Michigan,2017,45,442,27941
Minnesota,2017,45,107,7516
Mississippi,2017,45,820,18634
Missouri,2017,45,78,7834
Montana,2017,45,4,3121
Nebraska,2017,45,145,5629
Nevada,2017,45,188,18002
New Hampshire,2017,45,22,3586
New Jersey,2017,45,612,25272
New Mexico,2017,45,258,17746
New York,2017,45,232,14407
North Carolina,2017,45,263,16822
North Dakota,2017,45,10,1190
Ohio,2017,45,186,21548
Oklahoma,2017,45,239,9044
Oregon,2017,45,520,34797
Pennsylvania,2017,45,764,62684
Rhode Island,2017,45,39,5939
South Carolina,2017,45,215,7357
South Dakota,2017,45,244,10574
Tennessee,2017,45,174,10470
Texas,2017,45,1109,30200
Utah,2017,45,34,25643
Vermont,2017,45,18,3103
Virginia,2017,45,1571,87938
Washington,2017,45,55,8703
West Virginia,2017,45,98,14291
Wisconsin,2017,45,118,6752
Wyoming,2017,45,70,4123
Puerto Rico,2017,45,170,2530
Virgin Islands,2017,45,1,640
New York City,2017,45,1707,100114
Alabama,2017,46,1100,40026
Alaska,2017,46,162,4747
Arizona,2017,46,451,18727
Arkansas,2017,46,114,5364
California,2017,46,1024,51251
Colorado,2017,46,256,25213
Connecticut,2017,46,85,4925
Delaware,2017,46,3,2822
District of Columbia,2017,46,352,15229
Georgia,2017,46,1541,48417
Hawaii,2017,46,40,1178
Idaho,2017,46,9,1393
Illinois,2017,46,610,47169
Indiana,2017,46,58,5692
Iowa,2017,46,17,4355
Kansas,2017,46,148,7395
Kentucky,2017,46,243,11166
Louisiana,2017,46,2422,55779
Maine,2017,46,37,4596
Maryland,2017,46,150,7581
Massachusetts,2017,46,472,37033
Michigan,2017,46,395,26283
Minnesota,2017,46,115,7001
Mississippi,2017,46,1080,20424
Missouri,2017,46,100,7905
Montana,2017,46,4,3697
Nebraska,2017,46,232,8820
Nevada,2017,46,173,18550
New Hampshire,2017,46,11,2932
New Jersey,2017,46,647,26304
New Mexico,2017,46,427,28464
New York,2017,46,239,14668
North Carolina,2017,46,354,19329
North Dakota,2017,46,6,1325
Ohio,2017,46,201,22064
Oklahoma,2017,46,230,9056
Oregon,2017,46,536,42381
Pennsylvania,2017,46,810,63190
Rhode Island,2017,46,39,5861
South Carolina,2017,46,226,7208
South Dakota,2017,46,305,11195
Tennessee,2017,46,138,9509
Texas,2017,46,1365,30884
Utah,2017,46,64,20233
Vermont,2017,46,22,2984
Virginia,2017,46,1814,89507
Washington,2017,46,43,7755
West Virginia,2017,46,107,13197
Wisconsin,2017,46,37,3948
Wyoming,2017,46,47,4791
Puerto Rico,2017,46,220,2400
Virgin Islands,2017,46,6,873
New York City,2017,46,2342,102701
Alabama,2017,47,967,34509
Alaska,2017,47,156,4521
Arizona,2017,47,215,10524
Arkansas,2017,47,48,2813
California,2017,47,817,36820
Colorado,2017,47,227,18901
Connecticut,2017,47,57,2383
Delaware,2017,47,1,1844
District of Columbia,2017,47,230,10464
Georgia,2017,47,1624,43959
Hawaii,2017,47,37,943
Idaho,2017,47,9,755
Illinois,2017,47,545,34958
Indiana,2017,47,39,2814
Iowa,2017,47,24,2633
Kansas,2017,47,128,5519
Kentucky,2017,47,151,8696
Louisiana,2017,47,2587,50119
Maine,2017,47,24,2640
Maryland,2017,47,104,5862
Massachusetts,2017,47,455,27381
Michigan,2017,47,428,22916
Minnesota,2017,47,90,5423
Mississippi,2017,47,1087,17861
Missouri,2017,47,77,5512
Montana,2017,47,6,2592
Nebraska,2017,47,260,8056
Nevada,2017,47,224,17554
New Hampshire,2017,47,16,2216
New Jersey,2017,47,666,23602
New Mexico,2017,47,246,15990
New York,2017,47,195,10263
North Carolina,2017,47,276,10764
North Dakota,2017,47,16,1358
Ohio,2017,47,147,14142
Oklahoma,2017,47,201,7149
Oregon,2017,47,553,33670
Pennsylvania,2017,47,718,55326
Rhode Island,2017,47,29,3891
South Carolina,2017,47,175,4176
South Dakota,2017,47,198,8969
Tennessee,2017,47,129,6423
Texas,2017,47,1023,22376
Utah,2017,47,43,18457
Vermont,2017,47,22,1989
Virginia,2017,47,1878,85741
Washington,2017,47,56,6824
West Virginia,2017,47,140,8335
Wisconsin,2017,47,91,4483
Wyoming,2017,47,39,3399
Puerto Rico,2017,47,185,2365
Virgin Islands,2017,47,8,847
